,star,reviews
2616,5,"Good as Possible as the company can.
👍👍😊😊 Its value for money.. must buy if your budget is low.. and need a good portable mobile phone.. 👍😌"
2617,5,"nice phone for defence personal, because there is no camera, no memory card, no FM radio, no Bluetooth. light wait, small size with clear display and good speaker"
2618,5,"Using since 20 days..
Pros.
1. Excellent Battery backup. Lasting for a week.
2. Small in size. Can carry easily with my 5.5 inch smartphone in same pocket.
3. Loud sound.
4. Take less time to fully charged.
5. Suitable for calls and basic uses.

Cons.
1. No USB port to charge. Need to carry extra charger while travelling.

There are some others cons it has like only one
game(Sudoku), few wallpapers, few ringtones, but this can be negligible as full focused has been given in long lasting Bat..."
2619,4,"A clean simple performing mobile at an affordable price. Writing review after 4 days of usage.
Firstly the phone was delivered ahead of committed date. And the delivery person Vinay needs a special mention for delivering ahead of time.

No lag in phone performance.
Display is crisp and good.
Sound is very good. Speaker output is pretty good.
Overall, the performance of phone is to my liking and seems to be good buy."
2620,5,It's just lovely awesome flipkart is very nice love it 👍😘😘
2621,4,"Yesterday recieved the phone.
As per price Phone is Excellent.. High Battery backup, 8GB Ram makes phone lag free while play High End game (Eg. Call of Duty).
Camera is just above average, Slo Mo is not so Good.
Phone is so fast & Smooth like butter.
Phone comes with soft back cover inside the box.
Charger is not very fast, 100 % battery done in 2.5 Hour as it comes with 10watt charger.
Overall good at the price of 16999 with 8GB| 128 ROM.
Thanks!"
2622,5,Good
2623,5,It's too good phone but they not given ear phone with this phone
2624,4,super mobile I love this mobile💕💕💕
2625,5,"Absolutely Outstanding product! The display of the mobile is awesome. It also contained the cover inside the box that is why I have given it full stars. The camera is also nice. Really value for my money. It is 128 GB ROM, 8 GB RAM and completely 5G mobile."
2626,5,I will thanks to flipkart for giving nice service and fast delivery
2627,3,"First impression mobile is good.
5 Stars for the delivery, got it delivered 1 day before lock down
5 Stars for the Phone good battery life, camera quality is very good
3 Stars because ordered for Ink black, The box label mentioned as Ink black but the mobile is Blue. Never expected this from OPPO"
2628,5,Awesome phone
2629,3,VGA camera is no special. Display was good as texts were large and easy to see. Ringtone was fairly louder. Battery backup good. 4/5 days for normal household usage. Overall good value for money if you are looking for very simple handset.
2630,1,"Wonderful Features phone. Perfect for secondary use or Mature people who love simplicity of features phone. Auto call record is a wonderful feature. You will get audio player ,voice recorder, torch and also a speaking keypad. Audio sound is loud and clear.

Now it automatically switch off. Software issue. Not expected"
2631,5,"Great phone and great features in this lava phone..
1.Look wise great
2.Battery backup excellent
3.Music player is there
4.Sd card option is there
5.Bluetooth is there
6.Call sound and music player sound is super excellant
7.Network reception is very good

Better than samsung and nokia in this price range..
At last Made in India product from a indian company.."
2632,4,Excellent phone at this price segment battery backup is awesome and overall a mini compact phone and very easy to carry but just one thing if improved then not any phone beat it under 1K its vibration because on silent mode its not vibrate
2633,2,I have purchased this product last one week I feel it's. Very poor in performance..... I thought this is a good Phone from past reviews... Kindly have a request for those who purchase this or any other phones put their review only after 2or three weeks from date of purchase... That will be helpful for the others
2634,5,"Realy very nice product great sound
Great battery
Great display
But there is no camera in phone
But it's cool I dont need camera ...

Thanks lava Thanks flipcart"
2635,5,"rugged built. weights like a feather, feels like a rock. Speaker is like if u turn the volume all the way down, it can still be heard from mars. overall, a budget king."
2636,4,I've taken this for my mother and she felt happy with it and easily usable for basic needs. thank you! To both lava and Flipkart 👍🏻
2637,5,Good one in cheaper price. Got at Rs 225 since I got Rs 500 as exchange price of my previous feature phone. Overall its awesome at this rate.
2638,5,"What a excellent phone, you cant compare any phone with it , guys pls dont go on brand name like nokia, samsung etc.
Its fantastic phone good battery backup, clear voice, great connectivity, excellent and attractive solid design
Value for money."
2639,3,VGA camera is no special. Display was good as texts were large and easy to see. Ringtone was fairly louder. Battery backup good. 4/5 days for normal household usage. Overall good value for money if you are looking for very simple handset.
2640,1,"Wonderful Features phone. Perfect for secondary use or Mature people who love simplicity of features phone. Auto call record is a wonderful feature. You will get audio player ,voice recorder, torch and also a speaking keypad. Audio sound is loud and clear.

Now it automatically switch off. Software issue. Not expected"
2641,5,"Great phone and great features in this lava phone..
1.Look wise great
2.Battery backup excellent
3.Music player is there
4.Sd card option is there
5.Bluetooth is there
6.Call sound and music player sound is super excellant
7.Network reception is very good

Better than samsung and nokia in this price range..
At last Made in India product from a indian company.."
2642,4,Excellent phone at this price segment battery backup is awesome and overall a mini compact phone and very easy to carry but just one thing if improved then not any phone beat it under 1K its vibration because on silent mode its not vibrate
2643,2,I have purchased this product last one week I feel it's. Very poor in performance..... I thought this is a good Phone from past reviews... Kindly have a request for those who purchase this or any other phones put their review only after 2or three weeks from date of purchase... That will be helpful for the others
2644,5,"Realy very nice product great sound
Great battery
Great display
But there is no camera in phone
But it's cool I dont need camera ...

Thanks lava Thanks flipcart"
2645,5,"rugged built. weights like a feather, feels like a rock. Speaker is like if u turn the volume all the way down, it can still be heard from mars. overall, a budget king."
2646,4,I've taken this for my mother and she felt happy with it and easily usable for basic needs. thank you! To both lava and Flipkart 👍🏻
2647,5,Good one in cheaper price. Got at Rs 225 since I got Rs 500 as exchange price of my previous feature phone. Overall its awesome at this rate.
